data	sample name	comment	7Li (µg/g)	23Na (%m/m)	25Mg (%m/m)	27Al (%m/m)	29Si (%m/m)	31P (%m/m)	39K (%m/m)	44Ca (%m/m)	45Sc (µg/g)	49Ti (%m/m)	51V (µg/g)	52Cr (µg/g)	55Mn (%m/m)	57Fe (%m/m)	59Co (µg/g)	60Ni (µg/g)	63Cu (µg/g)	66Zn (µg/g)	69Ga (µg/g)	89Y (µg/g)	90Zr (µg/g)
stdev	TG-05		1.2032439	0.0025810462	2.6783347	0.003767096	2.8911426	0.0	7.071124e-4	0.027891736	1.8259801	0.005318782	1.2662121	8.494627	0.0375837	2.2881777	37.279575	268.89648	0.0	41.326725	0.053559165	0.024200298	0.046284385
mean	TG-06		2.0829844	0.014048357	44.074444	0.045969494	40.77065	0.0	0.0	0.22811659	0.0	0.016717596	6.695757	226.9395	0.19875167	14.427715	182.38023	1708.118	0.0	109.3557	0.16786966	0.09799845	0.059977643
stdev	TG-06		0.77261335	0.0033690825	3.2507296	0.0063621006	3.0115168	0.0	0.0	0.026628887	0.0	0.0037904368	2.258467	36.835087	0.035176788	2.1387675	41.79295	324.0736	0.0	30.509157	0.05092701	0.016036002	0.04056602
mean	TG-07		0.0	0.00994648	42.850605	0.033686887	40.084335	0.0	0.0	0.14393082	3.6893764	0.017532663	4.077282	88.4563	0.22406417	16.451242	181.29405	1451.911	0.0	117.01762	0.0	0.07973185	0.068507396
stdev	TG-07		0.0	0.002450473	2.8153203	0.0053943694	2.9772208	0.0	0.0	0.015706964	1.8001521	0.004268828	1.4638509	21.169142	0.032300588	2.4192917	30.357298	259.4562	0.0	31.255207	0.0	0.0142932525	0.047329936
mean	TG-07		2.0820432	0.012753599	45.437614	0.035442755	40.781166	0.013302144	1.6620927e-4	0.1933626	3.2435036	0.016115902	3.8378956	175.82216	0.18601562	13.111854	169.14911	1663.8242	0.0	103.8371	0.13113844	0.08353389	0.0
stdev	TG-07		1.077998	0.0034042916	3.5822456	0.0051640407	3.5195606	0.013445926	6.834121e-4	0.02298985	1.695475	0.003682258	1.9778415	37.064766	0.03187422	2.114497	33.949818	314.3155	0.0	30.154776	0.05334679	0.012879313	0.0
mean	TG-07		2.9796844	0.012099611	42.483345	0.05324124	40.3352	0.0	0.0	0.25162306	0.0	0.01721145	3.996285	326.64536	0.26067656	16.342052	170.74245	1777.5327	0.0	163.18915	0.20744385	0.13022313	0.09287452
stdev	TG-07		1.3323053	0.002219699	4.270137	0.007273095	3.9390526	0.0	0.0	0.023120536	0.0	0.0030715314	1.1345993	54.383835	0.028251788	3.4144652	30.518177	293.35788	0.0	57.055187	0.07132768	0.019702287	0.054856677
mean	TG-08		0.0	0.010504802	42.633224	0.03750149	39.65467	0.0	0.0	0.29161075	4.481787	0.026934601	3.5625575	62.448315	0.2694617	16.912601	179.86154	1241.5466	0.0	142.51883	0.16981056	0.1289044	0.10260333
stdev	TG-08		0.0	0.0022602726	2.8913665	0.0043106126	3.010959	0.0	0.0	0.027210368	2.0448756	0.0039976784	1.384201	9.713721	0.030734554	1.9141544	28.23556	147.86008	0.0	28.848646	0.063142054	0.019943213	0.060922734
mean	TG-09		2.9214482	0.004575023	42.670227	0.013137116	39.978577	0.0	0.0	0.08116154	0.0	0.0065896357	1.6395296	33.076263	0.26952228	16.797703	193.45584	1415.8008	0.0	137.99649	0.0	0.031606827	0.1310069
stdev	TG-09		1.0407228	0.0013628466	2.761116	0.0020625305	2.553685	0.0	0.0	0.010831539	0.0	0.0021472988	0.90174574	8.223676	0.031845234	2.062863	39.111923	291.74158	0.0	36.630882	0.0	0.008405201	0.07695735
mean	TG-10		2.8517957	0.009544315	41.09113	0.027019762	40.526943	0.0	0.0	0.30022228	3.960524	0.023592817	2.812311	0.0	0.29124525	17.593964	184.4709	994.8815	0.0	173.97333	0.12936863	0.14491381	0.066639796
stdev	TG-10		0.73247105	0.0015643649	2.855541	0.0033497205	2.9972987	0.0	0.0	0.030432083	1.4482657	0.0030195797	1.0974308	0.0	0.04113366	2.3438416	26.966114	156.44446	0.0	43.254993	0.044678546	0.02428428	0.037653558
mean	TG-11		2.494336	0.012452087	45.832382	0.031894125	40.09277	0.0	0.0	0.2079513	3.6129446	0.01803459	3.4091566	210.47757	0.18990147	13.402641	169.16408	1632.464	0.0	97.99706	0.0	0.08308234	0.059280287
stdev	TG-11		1.0753744	0.0027883893	2.8976986	0.00457732	2.7372475	0.0	0.0	0.022829417	1.4768463	0.00476555	1.4372075	34.935287	0.03150105	2.0063257	31.448286	262.512	0.0	25.831068	0.0	0.016517492	0.04917632
mean	TG-12		2.8397732	0.008753174	41.709343	0.030671474	39.18663	0.0	0.0	0.378984	4.1001415	0.019512556	3.4496737	46.114437	0.31346512	18.205997	185.66527	1061.0742	0.0	162.747	0.13110106	0.16026738	0.06409114
stdev	TG-12		1.0667523	0.001651122	2.6457279	0.0042294096	2.4596734	0.0	0.0	0.036263585	1.4831533	0.0052021984	1.4951987	9.758275	0.04895566	2.4479249	31.147917	210.48526	0.0	38.47874	0.053946298	0.023784336	0.04154143
mean	TG-13		3.0046024	0.011826651	44.68883	0.032831192	40.206905	0.0	0.0	0.38038263	5.4767795	0.020894293	3.5098946	182.75229	0.23720986	14.218414	157.15982	1510.9144	0.0	163.9613	0.0	0.12463038	0.078141235
stdev	TG-13		1.0294694	0.0030670203	3.1291566	0.0044872607	3.3366039	0.0	0.0	0.02581547	1.7616683	0.0047071055	1.3541056	28.770947	0.036930934	1.7072623	25.223686	359.27585	0.0	34.643097	0.0	0.020634238	0.04288713
mean	TG-14		2.8500354	0.009982137	42.444004	0.035646632	39.385014	0.0	0.0	0.34025082	4.2838097	0.020339258	3.7222908	74.82458	0.28972533	17.326084	184.11201	1054.0643	0.0	165.28468	0.178239	0.14433248	0.067596816
stdev	TG-14		0.9756169	0.0022326154	3.4195483	0.004193427	2.7779863	0.0	0.0	0.0318713	1.5947866	0.0043216003	1.5610101	14.997019	0.038730573	2.4401972	32.891987	195.05777	0.0	39.93164	0.05245597	0.020941252	0.040250245
mean	TG-15		2.6199083	0.0088145835	46.749126	0.052342486	40.553402	0.0	0.0	0.1912221	0.0	0.016897693	4.379923	346.84146	0.1680191	11.954269	153.48796	2437.062	0.0	114.23716	0.19211596	0.08926665	0.092491955
stdev	TG-15		1.1334946	0.003709617	2.949912	0.00757982	2.976821	0.0	0.0	0.017036809	0.0	0.0037961958	1.7876797	52.410454	0.01766077	1.2222095	27.507763	348.68124	0.0	28.293266	0.07172084	0.014965002	0.054425523
mean	TG-16		3.3141544	0.012192612	42.60682	0.031892423	38.878338	0.0	0.0	0.2868085	3.9872372	0.02376171	3.201508	44.539394	0.27767253	17.71098	185.1625	1292.5309	0.0	182.10756	0.16530824	0.12562528	0.105286464
stdev	TG-16		1.148062	0.0025065246	3.3066134	0.0036227482	3.107289	0.0	0.0	0.02562962	1.897515	0.0052447687	1.3985894	10.15067	0.048952296	2.478976	35.333805	257.0818	0.0	46.1405	0.05711126	0.020842526	0.061937008
mean	TG-17		2.7709224	0.0038477294	42.46302	0.015058113	39.934486	0.016964383	0.0	0.108678974	0.0	0.009793084	0.0	26.625954	0.26802295	17.006466	205.84496	1372.1838	0.0	129.22766	0.0	0.06267949	0.0
stdev	TG-17		1.1439294	0.0011519263	2.6380215	0.0025934163	3.0086205	0.012220096	0.0	0.012210338	0.0	0.0030155485	0.0	7.3239326	0.03406498	2.2680829	36.328518	224.35956	0.0	33.184086	0.0	0.013286776	0.0
mean	TG-18		3.0400927	0.010824897	42.668503	0.032958552	39.674053	0.0	0.0	0.3557264	0.0	0.020585863	3.2128415	101.55809	0.2856375	16.781206	175.1929	1273.833	0.0	148.0985	0.0	0.15410823	0.06055444
stdev	TG-18		1.184645	0.0020956853	3.01574	0.004793273	2.3567286	0.0	0.0	0.031203838	0.0	0.0046481877	1.3514196	17.341093	0.03542542	1.9224354	28.949015	262.4687	0.0	38.002502	0.0	0.024231782	0.037460368
mean	TG-19		0.0	0.014205181	46.847954	0.054915972	40.98075	0.0	0.0	0.20322262	0.0	0.012641767	6.788288	257.76013	0.15946394	11.477064	159.15884	1986.4097	2.496582	85.04896	0.0	0.08036107	0.059991486
stdev	TG-19		0.0	0.0026125167	2.7895608	0.007293668	2.9416409	0.0	0.0	0.021161683	0.0	0.0034324254	2.3390303	43.34808	0.024329688	1.570463	26.814285	301.82782	1.9262372	29.18466	0.0	0.01507272	0.045593355
mean	TG-20		2.296426	0.00800301	42.51351	0.039367788	38.237698	0.0	0.0	0.38524452	4.434667	0.036507614	4.7308836	44.75233	0.32404977	18.307352	183.37695	1088.6476	0.0	154.13734	0.0	0.18477452	0.07306789
stdev	TG-20		0.85509324	0.0014729954	2.747451	0.005461918	2.3871858	0.0	0.0	0.02508494	2.1473525	0.0064959684	1.2619712	11.436125	0.041114263	1.5589529	26.05742	170.82516	0.0	41.486397	0.0	0.024958612	0.051384725
mean	BCR-2G		9.130793	3.2836747	3.644469	13.483192	55.00667	0.39343372	1.7825994	7.0483193	34.1257	2.3055282	394.1729	0.0	0.20329332	12.758035	37.800484	13.272158	18.72823	140.49521	32.33057	36.737015	191.0612
stdev	BCR-2G		2.3675785	0.4879506	0.4384871	1.2587212	2.7668555	0.11365803	0.33549106	0.51577127	6.990676	0.21059826	42.084713	0.0	0.027737787	1.8518022	8.688318	9.07885	4.380713	39.998913	2.5663893	2.3475409	15.313298
mean	BHVO-2G		4.17267	2.4218307	7.0215397	13.596127	50.4475	0.29133078	0.4951748	11.292827	31.56752	2.7651079	303.3127	296.56223	0.16544126	11.378588	45.236332	112.85296	130.40337	103.20764	22.07561	26.046062	169.69864
stdev	BHVO-2G		1.4502431	0.44707206	0.9033964	1.1592141	2.759844	0.08054504	0.09465467	0.79619	7.351622	0.2679113	49.666904	68.51451	0.022852272	1.5537262	11.41239	30.048557	23.45514	36.638657	1.6479136	1.4287298	11.444387
mean	BIR-1G		0.0	1.9423257	9.889168	15.751808	47.572094	0.0	0.024879694	13.279135	50.90434	1.0182401	340.304	399.1108	0.18336889	10.213296	52.223305	172.31194	124.02125	72.70532	15.288968	15.60287	14.350593
stdev	BIR-1G		0.0	0.41308013	1.2840502	1.4334693	2.9152508	0.0	0.0068854815	1.0952646	11.022327	0.08309686	61.461075	87.03651	0.026515694	1.5710974	14.815559	51.628113	26.016205	33.15196	1.1104875	0.8310264	1.6952325
mean	MongOl		0.0	0.019670898	48.41014	0.05051886	40.888172	0.0	0.0	0.102831475	0.0	0.006865268	4.7914343	119.73375	0.1441723	10.094524	146.25392	2506.1362	0.0	54.028015	0.0	0.072762564	0.0
stdev	MongOl		0.0	0.0042637596	2.957305	0.005772575	2.849857	0.0	0.0	0.012107873	0.0	0.0026554824	1.721222	21.867384	0.021301502	1.4444462	28.51242	394.15613	0.0	19.713175	0.0	0.01737254	0.0
